TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,Name
2023-11-24 14:28:57.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-D0F8,게임
2023-11-24 14:29:06.232,0,0.3506136811640716,0.8560395764356246,0,0,-0.0810588536581535,0.1953850683183284,0,0,0.1775983640501523,0.5161370686811586,0,0,0.09194309917262838,0.4344602200864586,0,0,-0.1709195344460665,-0.04942957893671295,0,150.2930402930403,800.2197802197802,819.1575091575091,1573.846153846154,850.5860805860806,0.279663,0.237000,0.935120,2.549591,-4.762726,-1.906586,1,4,1,1,2,100.000000,
2023-11-24 14:29:06.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:29:07.231,0,0.6998073700126995,0.6659245449005151,0,0,0.3805786310674479,0.4157929073463449,0,0,0.2370447869951038,0.5534242753984057,0,0,0.1200966681614293,0.3800262281000568,0,0,-0.2945743938850515,-0.05165447290429222,0,863.4798534798535,810.6959706959707,829.6336996336996,605.2014652014652,443.2234432234432,0.282410,0.234253,0.930420,2.340240,-4.037476,-1.233673,1,2,1,1,4,100.000000,
2023-11-24 14:29:08.223,0,0.3077415935817615,0.4467129113792773,0,0,-0.03903286805159148,0.1894517827412449,0,0,0.06418858860405771,0.4840953955874653,0,0,-0.1658542056592817,0.06264092428710935,0,0,-0.4894738255264829,-0.1081735180659241,0,1320.40293040293,810.6959706959707,815.1282051282052,834.0659340659341,646.7032967032967,0.289612,0.231934,0.930237,1.973877,-4.441223,-2.145844,1,2,1,1,2,100.000000,
2023-11-24 14:29:08.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:29:09.223,0,0.02857108157296058,0.5028950588859876,0,0,-0.1690474815979113,0.01117388989406347,0,0,0.2160503608013427,0.2128889207024952,0,0,-0.1719152141123946,0.07153361765046143,0,0,-0.4439566142945556,0.004001550953708226,0,599.5604395604396,809.4871794871796,828.021978021978,342.4908424908425,259.4871794871795,0.288757,0.233521,0.932922,2.512207,-4.456177,-2.257996,1,2,1,1,2,100.000000,
2023-11-24 14:29:10.224,0,0.08674903079167826,0.4079356128047283,0,0,-0.1815640962691611,0.01902292112199936,0,0,0.1446638460550181,0.2931758283597349,0,0,-0.01592118755755177,0.0625310499816371,0,0,-0.428313402524974,-0.1158150689183166,0,635.0183150183151,736.5567765567765,755.0915750915751,599.5604395604396,392.4542124542124,0.284302,0.240601,0.929504,2.093506,-4.643097,-1.786957,1,2,1,1,4,100.000000,
2023-11-24 14:29:11.222,0,-0.1176338618862392,0.4653959713291335,0,0,-0.2234741925580329,0.07881397218111334,0,0,-0.1729352221759457,0.02395625792073519,0,0,-0.02914156850768596,0.01085823536015323,0,0,-0.5323763356760275,-0.3395512888473098,0,916.2637362637363,815.5311355311355,817.1428571428571,617.6923076923077,595.5311355311355,0.290588,0.231750,0.936890,3.312225,-4.785156,-1.510315,1,4,1,1,4,100.000000,
2023-11-24 14:29:12.223,0,0.02497122318407736,0.2507234559983537,0,0,-0.375749326814564,-0.1684734418006851,0,0,-0.1543476571094423,0.1083221116524293,0,0,-0.166236778267705,-0.005650601297951068,0,0,-0.4092473602735712,-0.3269937698386238,0,411.3919413919414,809.4871794871796,826.4102564102565,66.48351648351648,315.4945054945055,0.288696,0.233032,0.931458,2.332764,-4.396362,-1.525269,1,4,1,1,4,100.000000,
2023-11-24 14:29:13.223,0,-0.003573528306926983,0.3309319408684341,0,0,-0.2181059136662256,-0.04744084008306008,0,0,0.1194440269822004,0.2388554932123206,0,0,-0.2149653566685236,0.0624259176400563,0,0,-0.4199625926184474,-0.2591694870408707,0,600.3663003663004,809.0842490842491,831.6483516483516,408.1684981684982,349.7435897435898,0.290955,0.221191,0.931824,2.243042,-4.508514,-2.272949,1,4,1,1,2,100.000000,
2023-11-24 14:29:14.228,0,-0.026041526984541,0.7598110276804488,0,0,-0.1224512440734296,0.6282717236601941,0,0,0.3397082423271033,0.6397944925831968,0,0,-0.1399484550975226,0.2608563238356327,0,0,-0.5260992220127039,-0.2469896119375206,0,668.4615384615385,811.0989010989011,815.5311355311355,599.9633699633699,405.7509157509157,0.287354,0.230530,0.932556,3.028107,-4.112244,-1.884155,1,4,1,1,2,100.000000,
2023-11-24 14:29:15.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:29:15.229,0,-0.122412109188899,0.3377907376528538,0,0,-0.06060211946774152,-0.03770183450794646,0,0,0.3266595159251945,0.2036492782537025,0,0,-0.1175015396880311,-0.1571034015758087,0,0,-0.5804139819440806,-0.2684271039733018,0,201.4652014652015,810.6959706959707,823.1868131868132,0,299.3772893772894,0.284790,0.236145,0.936035,2.168274,-4.463654,-2.280426,1,2,1,1,2,100.000000,
2023-11-24 14:29:16.231,0,0.1305556439927749,0.2067198486193795,0,0,-0.292021986391079,0.2156446812513628,0,0,0.04627064708980502,0.3959865875113102,0,0,-0.04498498655901666,0.05866614076742475,0,0,-0.500980100323092,-0.2493600937373402,0,525.018315018315,800.6227106227107,812.7106227106227,217.1794871794872,319.5238095238095,0.282471,0.230042,0.932617,1.674805,-4.695435,-1.988831,1,4,1,1,2,100.000000,
2023-11-24 14:29:17.223,0,-0.0611227166808346,0.1232797505797195,0,0,-0.1123755873326129,0.008174542366511835,0,0,0.1724328372890642,0.2236971219523128,0,0,0.003745463102359761,0.0429775710399868,0,0,-0.4483085176382139,-0.4804587267793745,0,606.8131868131868,817.5457875457876,814.7252747252747,535.8974358974359,401.3186813186813,0.281860,0.233215,0.936707,2.773895,-4.388885,-2.355194,1,4,1,1,2,100.000000,
2023-11-24 14:29:18.223,0,0.6977881746020259,0.5555131847298554,0,0,0.3866702192268285,0.395332961486569,0,0,0.4414304726891065,0.6851533511351144,0,0,0.05009736528563372,0.1100661607391453,0,0,-0.2775609860405964,-0.3903245431710722,0,843.3333333333334,811.5018315018315,813.5164835164835,608.4249084249085,604.3956043956044,0.286255,0.225342,0.930664,2.826233,-3.865509,-2.086029,1,4,1,1,4,100.000000,
2023-11-24 14:29:19.223,0,0.5993275693266691,0.4070529515178328,0,0,0.1535667983138972,0.1484509334042936,0,0,0.2018175873926181,0.6926432763364861,0,0,0.06121389622770994,0.05900581773022585,0,0,-0.1771889930304864,-0.2861710730823797,0,378.3516483516484,808.2783882783883,821.978021978022,48.35164835164835,263.5164835164835,0.287109,0.229736,0.934082,3.626251,-3.730927,-1.876678,1,2,1,1,4,100.000000,
2023-11-24 14:29:20.231,0,-0.3012839150513548,-0.0972662765369274,0,0,-0.6017727334553737,-0.1429330557643837,0,0,0.06122091467946331,0.1022573631443025,0,0,-0.1097645186257088,-0.004049050311995644,0,0,-0.4134316964376452,-0.3940886610263846,0,600.3663003663004,802.6373626373627,811.0989010989011,411.3919413919414,445.6410256410256,0.285522,0.226318,0.933655,2.130890,-4.314117,-2.145844,1,2,1,1,4,100.000000,
2023-11-24 14:29:21.233,0,0.2157549574358292,0.5756273654538135,0,0,-0.2763260664347864,0.01175209739108189,0,0,0.04026227175994107,0.1444355739167851,0,0,-0.08344477122777734,0.0276651860829831,0,0,-0.3502065932372024,-0.3908183792130906,0,0,790.5494505494506,808.2783882783883,0,312.6739926739927,0.291809,0.220398,0.934265,3.514099,-4.501038,-2.272949,1,4,1,1,4,100.000000,
2023-11-24 14:29:22.223,0,0.5248225901365682,0.7731992910580336,0,0,-0.2262341131072119,0.2924303588134191,0,0,0.154663105731803,0.3847592606963389,0,0,0.03085986658495113,-0.08829695160413893,0,0,-0.5433815009214261,-0.3947663350736823,0,212.7472527472528,805.0549450549451,828.4249084249085,0,323.1501831501832,0.283997,0.227173,0.938416,2.848663,-4.351501,-2.115936,1,4,1,1,4,100.000000,
2023-11-24 14:29:23.223,0,0.9157518656907607,0.6374161429513198,0,0,0.1899199157173143,0.4004633442782566,0,0,0.07839853568065874,0.5190293630901182,0,0,-0.06360835729580483,0.001635014062964495,0,0,-0.4908543387857082,-0.444210399846954,0,549.1941391941392,807.0695970695971,820.7692307692308,289.7069597069597,299.3772893772894,0.288269,0.223816,0.930847,3.095398,-4.351501,-1.263580,1,4,1,1,4,100.000000,
2023-11-24 14:29:24.225,0,0.05972826526104669,0.3044672224302991,0,0,-0.2911665804991363,-0.09049402958965641,0,0,0.106512100878376,0.09452100332676826,0,0,-0.1659471188422948,-0.114020521828623,0,0,-0.5621520074666233,-0.3884377740523438,0,0,807.4725274725275,821.5750915750916,0,390.4395604395605,0.282166,0.226929,0.931274,2.751465,-4.187012,-2.198181,1,4,1,1,4,100.000000,
2023-11-24 14:29:25.228,0,0.1482165872281389,0.401759256715131,0,0,-0.2009645661508149,0.1397962950006852,0,0,-0.04589732070568064,-0.02588847316161985,0,0,-0.1333588640956212,-0.1719533619936818,0,0,-0.5046072819592433,-0.4949771587963504,0,184.1391941391941,801.025641025641,828.021978021978,0,288.4981684981685,0.286560,0.228821,0.931396,2.751465,-4.246826,-2.220612,1,4,1,1,4,100.000000,
2023-11-24 14:29:26.222,0,0.081355387206965,0.3052831966020554,0,0,-0.1930470442325315,0.05458244790128362,0,0,-0.2977782698365027,0.06893902626693725,0,0,-0.1243021209984539,-0.03949255171938919,0,0,-0.5233775284174926,-0.4558667443639279,0,570.1465201465202,810.6959706959707,812.7106227106227,325.970695970696,469.8168498168498,0.286743,0.219910,0.932068,2.190704,-4.403839,-1.854248,1,4,1,1,2,100.000000,
2023-11-24 14:29:27.223,0,-0.002001125653726202,0.3798626022053878,0,0,-0.186754822372835,-0.1728769607258795,0,0,-0.2317142572549867,0.07201415464288398,0,0,-0.1422823471021473,0.01277812688576765,0,0,-0.5054701519834575,-0.2564327276943824,0,637.8388278388279,800.6227106227107,808.6813186813187,598.3516483516484,355.3846153846154,0.282471,0.230896,0.935913,2.901001,-4.261780,-1.607513,1,4,1,1,2,100.000000,
2023-11-24 14:29:28.223,0,-0.04406871756139947,0.2840634657679003,0,0,-0.144902507103693,-0.2303433472386552,0,0,-0.1008911592752871,-0.007519889893020298,0,0,-0.212597547705615,-0.02562313429915,0,0,-0.4202685381445913,-0.4009531386221387,0,287.2893772893773,806.2637362637363,811.5018315018315,0,249.010989010989,0.289246,0.224426,0.930603,2.594452,-4.261780,-2.086029,1,4,1,1,2,100.000000,
2023-11-24 14:29:29.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:29:29.223,0,0.7027995660431747,0.4529552735715038,0,0,0.4932628768596323,0.309612134034497,0,0,0.1691770252434232,0.6323145362005219,0,0,-0.2145594608067849,0.06149374020219375,0,0,-0.3531198002158254,-0.4806022024965589,0,600.3663003663004,804.2490842490843,809.0842490842491,398.9010989010989,480.2930402930403,0.286682,0.225403,0.937927,3.409424,-4.471130,-1.996307,1,2,1,1,4,100.000000,
2023-11-24 14:29:30.227,0,0.6576422232125206,0.5566377652128187,0,0,0.4361246092660154,0.3696768792470823,0,0,0.07835842973960583,0.6521128992244177,0,0,-0.07861290440584977,0.2557702213054657,0,0,-0.3854632283445387,-0.1201172584685397,0,0,813.1135531135532,803.4432234432235,0,359.4139194139194,0.284973,0.225159,0.930298,2.616882,-4.456177,-1.809387,1,2,1,1,4,100.000000,
2023-11-24 14:29:31.222,0,0.6367458424002963,0.4919063965667363,0,0,0.2276893689929246,0.04095275456001492,0,0,0.2067376735724019,0.4836144858432608,0,0,-0.1345378196743051,0.2296441469133163,0,0,-0.4455984545734612,-0.3289947723526273,0,363.0402930402931,804.6520146520147,799.8168498168499,61.24542124542125,480.2930402930403,0.290466,0.224609,0.927124,2.661743,-4.254303,-2.549591,1,2,1,1,4,100.000000,
2023-11-24 14:29:32.222,0,0.7567584226789076,0.549425226584435,0,0,0.30240660567079,0.1650509678111239,0,0,0.1775659827431424,0.4906812693291073,0,0,-0.1072482266412899,0.1658205927600357,0,0,-0.3978088178024566,-0.3812529566276562,0,600.7692307692308,806.2637362637363,816.7399267399268,473.4432234432235,415.8241758241758,0.288635,0.229248,0.932129,1.652374,-4.403839,-2.676697,1,4,1,1,4,100.000000,
2023-11-24 14:29:33.222,0,-0.09881243907001135,-0.08598007982594261,0,0,-0.2740491367725468,-0.1181314065443547,0,0,-0.0720208998391591,0.1152091296759963,0,0,-0.2535187385082802,-0.01000172871177616,0,0,-0.4502830965794942,-0.3060757347511199,0,0,814.3223443223443,815.934065934066,0,226.0439560439561,0.290466,0.230896,0.929993,1.914062,-4.231873,-2.153320,1,4,1,1,4,100.000000,
2023-11-24 14:29:34.222,0,-0.00694456748035048,0.03254389437877145,0,0,-0.1365945534418996,-0.01977558180242118,0,0,-0.04846312627070929,0.08807919606128226,0,0,-0.2623726169985281,0.07408407718371994,0,0,-0.5320725930647762,-0.3297492665242191,0,382.3809523809524,799.0109890109891,811.0989010989011,87.03296703296704,224.8351648351648,0.294922,0.232483,0.932007,3.125305,-3.932800,-1.637421,1,4,1,1,4,100.000000,
2023-11-24 14:29:35.232,0,-0.03459818969968177,-0.0863409271438477,0,0,-0.196695500520791,-0.1372814380952518,0,0,0.09755163581556148,0.0183581714978581,0,0,-0.1565146301960846,0.004647053574315533,0,0,-0.446876835633943,-0.3214158971116385,0,0,809.8901098901099,828.4249084249085,0,589.4871794871796,0.296936,0.229736,0.929749,2.452393,-4.254303,-2.160797,1,2,1,1,4,100.000000,
2023-11-24 14:29:36.222,0,-0.07709340271097298,0.2307482645431144,0,0,-0.1692690031379862,-0.3141766798190949,0,0,0.07544739702713331,0.004310570054080339,0,0,-0.1332563530080704,-0.09250656810130467,0,0,-0.4171742004677295,-0.4346717607647971,0,0,802.2344322344322,809.8901098901099,0,265.5311355311355,0.288086,0.230164,0.931152,2.100983,-4.373932,-2.078552,1,2,1,1,4,100.000000,
2023-11-24 14:29:37.222,0,-0.08589754336584694,0.3543002637405673,0,0,-0.6385510595269362,-0.198503598403056,0,0,-0.2008246286739776,0.07494501279792122,0,0,-0.2164871728825215,-0.07119818213878167,0,0,-0.4338645498360804,-0.3944362367750593,0,340.4761904761905,805.8608058608058,855.4212454212454,29.01098901098901,243.7728937728938,0.288513,0.230469,0.929321,2.871094,-4.650574,-1.570129,1,2,1,1,4,100.000000,
2023-11-24 14:29:38.222,0,0.05042545455863742,0.475086145714293,0,0,-0.2050465238163854,0.338160856447375,0,0,0.06813867701878912,0.5854059640959602,0,0,-0.1739449830586492,0.008334858586917984,0,0,-0.3527802949701284,-0.2808180197280789,0,599.9633699633699,805.8608058608058,809.0842490842491,424.2857142857143,361.4285714285714,0.289246,0.231995,0.933533,2.676697,-4.568329,-2.183228,1,2,1,1,2,100.000000,
2023-11-24 14:29:39.222,0,0.4669790795021344,0.6269317658423161,0,0,0.07863828435023323,0.3148782179572748,0,0,0.3085970693868465,0.5156428749243614,0,0,-0.01479123617647033,0.04208327511377263,0,0,-0.2389661539978994,-0.3504434488203531,0,0,803.040293040293,805.8608058608058,0,282.8571428571429,0.297485,0.231079,0.931824,1.914062,-4.344025,-2.317810,1,2,1,1,4,100.000000,
2023-11-24 14:29:40.222,0,0.3704938640531304,0.5662339299711163,0,0,0.1833927450198378,0.2245198876907668,0,0,0.2241944484320994,0.5156428749243614,0,0,-0.03923952343389206,-0.005700024179721219,0,0,-0.2722328379732943,-0.3683084223943161,0,269.5604395604396,800.2197802197802,828.021978021978,0,265.9340659340659,0.293274,0.230347,0.932617,3.192596,-5.009460,-4.082336,1,4,1,1,2,100.000000,
2023-11-24 14:29:41.222,0,0.2815990381298348,0.776489890082055,0,0,-0.06855903201360153,0.4275660408382864,0,0,0.1970747170469887,0.4271049594981981,0,0,-0.04565862995346253,-0.03576782639720586,0,0,-0.3178971069216818,-0.3313427351962354,0,597.5457875457876,805.8608058608058,816.7399267399268,361.0256410256411,299.3772893772894,0.289795,0.236206,0.932129,2.549591,-4.291687,-2.250519,1,2,1,1,4,100.000000,
2023-11-24 14:29:41.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:29:42.227,0,-0.3466011057431905,0.5919992401177586,0,0,-0.3815131029567024,-0.02811151951529693,0,0,0.2344002856020485,0.227681002535475,0,0,-0.1182216988714654,-0.003018767466517775,0,0,-0.4569540292195916,-0.1754390644960599,0,0,808.6813186813187,817.1428571428571,0,249.8168498168498,0.288696,0.237244,0.927734,2.714081,-4.246826,-1.966400,1,2,1,1,4,100.000000,
2023-11-24 14:29:43.221,0,-0.4779753928371157,0.2390740556547656,0,0,-0.3411638396896682,-0.1777721930270654,0,0,0.08179210812237042,0.1539301017530116,0,0,-0.1464814131918187,0.02758075241610894,0,0,-0.2965629143761151,-0.1344215587283788,0,175.2747252747253,795.7875457875458,819.1575091575091,0,285.6776556776557,0.292847,0.237793,0.929199,2.220612,-4.441223,-2.826233,1,2,1,1,4,100.000000,
2023-11-24 14:29:44.222,0,-0.6177159977035791,0.1985195406185475,0,0,-0.3445302427039817,-0.2026263217193127,0,0,0.1882465168727434,0.1461710008214484,0,0,0.02508775222430473,0.01991462437370493,0,0,-0.2665617133588076,-0.3002699806400393,0,526.6300366300367,808.2783882783883,813.5164835164835,294.5421245421246,278.8278388278388,0.282043,0.240784,0.935791,2.444916,-4.396362,-2.489777,1,4,1,1,2,100.000000,
2023-11-24 14:29:44.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:29:45.227,0,0.5237920842512279,0.3093985983982729,0,0,0.1004271200333257,0.2006072457637184,0,0,0.1631159476062965,0.427713251391462,0,0,0.0139705498271499,0.08867874032920652,0,0,-0.3262396592065682,-0.1298818194460265,0,0,808.6813186813187,807.0695970695971,0,293.7362637362638,0.280762,0.240540,0.928345,2.519684,-5.816956,-1.345825,1,2,1,1,4,100.000000,
2023-11-24 14:29:46.229,0,0.5197531858823169,0.3579710904817651,0,0,0.06566354528001449,0.2100041160949166,0,0,-0.08666434601862547,0.4499192279770233,0,0,-0.06037102202043962,0.1626258318069719,0,0,-0.2949377359603866,-0.1848677222539963,0,41.5018315018315,799.4139194139194,813.919413919414,0,612.4542124542124,0.286621,0.238403,0.927490,2.392578,-4.336548,-1.555176,1,4,1,1,4,100.000000,
2023-11-24 14:29:47.222,0,-0.1581699643932522,-0.1905524584540625,0,0,-0.576550789563071,-0.3120739748715423,0,0,0.06970728388221399,0.136002060161486,0,0,-0.18202275397855,-0.03600349848407033,0,0,-0.3365268829256941,-0.3745022289614265,0,405.3479853479853,796.5934065934066,808.6813186813187,132.967032967033,283.6630036630037,0.276001,0.243835,0.930115,2.220612,-4.172058,-2.355194,1,2,1,1,4,100.000000,
2023-11-24 14:29:48.222,0,-0.1571670324746939,-0.3043087180388336,0,0,-0.422064960701773,-0.04837327734797311,0,0,0.04429691575824738,0.1901026938181867,0,0,-0.1300983982886571,-0.1217113744889644,0,0,-0.386388297491989,-0.4044017330977202,0,600.7692307692308,800.2197802197802,802.2344322344322,477.8754578754579,375.9340659340659,0.280396,0.242676,0.930359,2.699127,-4.254303,-2.018738,1,4,1,1,4,100.000000,
2023-11-24 14:29:49.221,0,-0.137837039250148,-0.08235430264805602,0,0,-0.3262452674526555,-0.1488106314858936,0,0,-0.07262729362666023,0.179578753861585,0,0,-0.1573684738615564,-0.009049917887096142,0,0,-0.4735553279873804,-0.4032641867305267,0,0,791.7582417582418,804.6520146520147,0,473.0402930402931,0.281860,0.239685,0.926147,2.654266,-4.254303,-1.764526,1,2,1,1,4,100.000000,
2023-11-24 14:29:50.222,0,-0.04873302221647673,0.4187970599049919,0,0,-0.08690391772720604,-0.1553483774385752,0,0,-0.06335650458679053,0.2355410592664133,0,0,-0.08251336031564649,0.02092603905231748,0,0,-0.5210283614647255,-0.339271403026485,0,288.4981684981685,803.040293040293,799.8168498168499,0,253.4432234432234,0.280396,0.242432,0.929077,2.422485,-4.187012,-1.779480,1,2,1,1,4,100.000000,
2023-11-24 14:29:51.223,0,-0.2820101746969157,0.2999325086814844,0,0,-0.2688499362449153,-0.126911036477923,0,0,0.05182926204364979,0.2189664208418652,0,0,-0.09323136985811022,-0.03378377405991892,0,0,-0.5046866102076556,-0.3241495199164051,0,0,802.6373626373627,805.4578754578755,0,425.0915750915751,0.278381,0.238892,0.935852,2.669220,-4.216919,-2.138367,1,2,1,1,4,100.000000,
2023-11-24 14:29:52.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:29:52.221,0,0.08530338434216038,0.6299349864325239,0,0,-0.476109839708641,0.3026619050620235,0,0,0.1155636812812516,0.4702558135524736,0,0,-0.02437656105711993,0.08068187945706531,0,0,-0.5184215985989475,-0.218703896603989,0,0,804.6520146520147,816.7399267399268,0,320.7326007326008,0.243774,0.257996,0.936218,3.603821,-5.615082,-2.243042,1,4,1,1,2,100.000000,
2023-11-24 14:29:53.222,0,0.3603942833662735,0.7411632574225481,0,0,0.1265089311808309,0.428525463014364,0,0,0.1907623640387623,0.4808336025081599,0,0,-0.1074292878221876,0.1693713251060848,0,0,-0.5494219037656064,-0.1931428348851502,0,61.64835164835165,802.2344322344322,811.5018315018315,0,342.0879120879121,0.251099,0.250061,0.935913,1.966400,-4.927216,-1.308441,1,2,1,1,2,100.000000,
2023-11-24 14:29:54.226,0,-0.009849482597314727,0.2259567571440612,0,0,0.03369299990796797,0.03688568397155357,0,0,0.1244118697169233,0.2458550226416462,0,0,-0.0445183208686318,0.09923753306324883,0,0,-0.4325611767609747,-0.3038635828259207,0,0,814.7252747252747,767.1794871794872,0,469.4139194139194,0.267456,0.247925,0.932739,2.743988,-6.871185,-1.996307,1,4,1,1,4,100.000000,
2023-11-24 14:29:55.222,0,0.3925824682001857,0.7891979751655873,0,0,0.4335974473523221,0.8932195403929304,0,0,-0.0328223485046862,0.9363494254688519,0,0,0.07028397333814652,0.3174267970894353,0,0,-0.3676377301512063,-0.1934476673638382,0,0,800.2197802197802,813.5164835164835,0,355.3846153846154,0.293701,0.241150,0.926331,2.519684,-5.016937,-1.786957,1,2,1,1,4,100.000000,
2023-11-24 14:29:56.222,0,0.3322785189194676,0.5767406303454696,0,0,0.326729296460954,0.7699598854898687,0,0,0.2271866923842515,0.9382099578973335,0,0,0.1408402478522364,0.2874413388645396,0,0,-0.341130464693285,-0.05767510406675345,0,0,800.2197802197802,810.2930402930403,0,343.6996336996337,0.291992,0.242432,0.926086,2.975769,-4.321594,-1.742096,1,2,1,1,4,100.000000,
